"x"
"1" 0.512335294117647
"2" 0.517647058823529
"3" 0.621464705882353
"4" 0.505494117647059
"5" 0.663882352941176
"6" 0.495111764705882
"7" 0.555158823529412
"8" 0.610829411764706
"9" 0.489641176470588
"10" 0.469235294117647
"11" 0.631305882352941
"12" 0.609547058823529
"13" 0.566041176470588
"14" 0.520276470588235
"15" 0.663882352941176
"16" 0.505494117647059
"17" 0.591764705882353
"18" 0.679770588235294
"19" 0.610829411764706
"20" 0.503805882352941
"21" 0.591764705882353
"22" 0.535035294117647
"23" 0.148811764705882
"24" 0.425317647058824
"25" 0.581294117647059
"26" 0.698729411764706
"27" 0.520276470588235
"28" 0.663882352941176
"29" 0.515594117647059
"30" 0.520276470588235
"31" 0.491152941176471
"32" 0.623023529411765
"33" 0.671058823529412
"34" 0.6606
"35" 0.489641176470588
"36" 0.543111764705882
"37" 0.516182352941176
